"Samples ID" "F635 Median - B635" Name spotID
526 496 NSP9_0.5_K #3-4255
526 312 NSP10_0.1_T #3-4265
526 820 NSP10_0.2_T #3-4275
526 1561 NSP10_0.3_T #3-4285
526 46 NSP10_0.1_K #3-4295
526 196 NSP10_0.25_K #3-4305
526 523 NSP10_0.5_K #3-4315
526 397 S1-4_0.2_K #3-4325
526 115 E-protein_0.25_T #3-416
526 29 E-protein_0.1_K #3-426
526 82 E-protein_0.25_K #3-436
526 329 E-protein_0.5_K #3-446
526 589 NSP1_0.1_T #3-456
526 241 NSP1_0.1_K #3-466
526 238 NSP1_0.25_K #3-476
526 232 NSP1_0.5_K #3-486
526 27 NSP4_0.1_T #3-496
526 780 NSP5_0.1_T #3-4106
526 1291 NSP5_0.25_T #3-4116
526 1814 NSP5_0.5_T #3-4126
526 175 NSP5_0.1_K #3-4136
526 485 NSP5_0.25_K #3-4146
526 758 NSP5_0.5_K #3-4156
526 1408 NSP7_0.1_T #3-4166
526 30 buffer #3-4176
526 1671 NSP8_0.25_T #3-4186
526 341 NSP8_0.1_K #3-4196
526 422 NSP8_0.25_K #3-4206
526 426 NSP8_0.5_K #3-4216
526 1134 NSP9_0.25_T #3-4226
526 50 NSP9_0.1_K #3-4236
526 160 NSP9_0.25_K #3-4246
526 461 NSP9_0.5_K #3-4256
526 303 NSP10_0.1_T #3-4266
526 815 NSP10_0.2_T #3-4276
526 1196 NSP10_0.3_T #3-4286
526 42 NSP10_0.1_K #3-4296
526 183 NSP10_0.25_K #3-4306
526 474 NSP10_0.5_K #3-4316
526 378 S1-4_0.2_K #3-4326
526 112 E-protein_0.25_T #3-417
526 35 E-protein_0.1_K #3-427
526 111 E-protein_0.25_K #3-437
526 319 E-protein_0.5_K #3-447
526 580 NSP1_0.1_T #3-457
526 274 NSP1_0.1_K #3-467
526 217 NSP1_0.25_K #3-477
526 205 NSP1_0.5_K #3-487
526 26 NSP4_0.1_T #3-497
526 735 NSP5_0.1_T #3-4107
526 1270 NSP5_0.25_T #3-4117
526 1741 NSP5_0.5_T #3-4127
526 208 NSP5_0.1_K #3-4137
526 464 NSP5_0.25_K #3-4147
526 864 NSP5_0.5_K #3-4157
526 1040 NSP7_0.1_T #3-4167
526 26 buffer #3-4177
526 1490 NSP8_0.25_T #3-4187
526 304 NSP8_0.1_K #3-4197
526 369 NSP8_0.25_K #3-4207
526 449 NSP8_0.5_K #3-4217
526 1115 NSP9_0.25_T #3-4227
526 51 NSP9_0.1_K #3-4237
526 148 NSP9_0.25_K #3-4247
526 467 NSP9_0.5_K #3-4257
526 275 NSP10_0.1_T #3-4267
526 709 NSP10_0.2_T #3-4277
526 1299 NSP10_0.3_T #3-4287
526 42 NSP10_0.1_K #3-4297
526 155 NSP10_0.25_K #3-4307
526 449 NSP10_0.5_K #3-4317
526 398 S1-4_0.2_K #3-4327
526 111 E-protein_0.25_T #3-418
526 29 E-protein_0.1_K #3-428
526 80 E-protein_0.25_K #3-438
526 329 E-protein_0.5_K #3-448
526 529 NSP1_0.1_T #3-458
526 245 NSP1_0.1_K #3-468
526 232 NSP1_0.25_K #3-478
526 190 NSP1_0.5_K #3-488
526 14 NSP4_0.1_T #3-498
526 767 NSP5_0.1_T #3-4108
526 1358 NSP5_0.25_T #3-4118
526 1877 NSP5_0.5_T #3-4128
526 232 NSP5_0.1_K #3-4138
526 455 NSP5_0.25_K #3-4148
526 805 NSP5_0.5_K #3-4158
526 1062 NSP7_0.1_T #3-4168
526 25 buffer #3-4178
526 1728 NSP8_0.25_T #3-4188
526 328 NSP8_0.1_K #3-4198
526 394 NSP8_0.25_K #3-4208
526 439 NSP8_0.5_K #3-4218
526 738 NSP9_0.25_T #3-4228
526 64 NSP9_0.1_K #3-4238
526 148 NSP9_0.25_K #3-4248
526 459 NSP9_0.5_K #3-4258
526 307 NSP10_0.1_T #3-4268
526 858 NSP10_0.2_T #3-4278
526 1365 NSP10_0.3_T #3-4288
526 38 NSP10_0.1_K #3-4298
526 169 NSP10_0.25_K #3-4308
526 424 NSP10_0.5_K #3-4318
526 416 S1-4_0.2_K #3-4328
526 89 NSP14_0.05_K #3-419
526 200 NSP14_0.1_K #3-429
526 250 NSP14_0.25_K #3-439
526 221 NSP15_0.1_T #3-449
526 41 NSP15_0.1_K #3-459
526 203 NSP15_0.25_K #3-469
526 382 NSP15_0.5_K #3-479
526 332 NSP16_0.1_T #3-489
526 26 NSP16_0.1_K #3-499
526 362 NSP16_0.25_K #3-4109
526 392 NSP16_0.5_K #3-4119
526 351 ORF6_0.1_T #3-4129
526 98 ORF7b_0.1_T #3-4139
526 709 ORF9b_0.1_T #3-4149
526 635 GST_0.1_ #3-4159
526 199 AGR2-biotin #3-4169
526 8 buffer #3-4179
526 5 EGFP_0.1_K #3-4189
526 24 EGFP_0.25_K #3-4199
526 58 eGFP_0.5_K #3-4209
526 769 ACE2-Fc_0.25_S #3-4219
526 1144 ACE2-Fc_0.5_S #3-4229
526 658 ACE2_0.5_S #3-4239
526 862 UBE2D3-His #3-4249
526 38 H-IgG #3-4259
526 15697 H-IgM #3-4269
526 15 Anti-H-IgG_0.025 #3-4279
526 75 Anti-H-IgG_0.1 #3-4289
526 904 Anti-H-IgM_0.025 #3-4299
526 10941 Anti-H-IgM_0.1 #3-4309
526 257 Cy5 #3-4319
526 37 Cy3 #3-4329
526 99 NSP14_0.05_K #3-4110
526 147 NSP14_0.1_K #3-4210
526 253 NSP14_0.25_K #3-4310
526 243 NSP15_0.1_T #3-4410
526 39 NSP15_0.1_K #3-4510
526 180 NSP15_0.25_K #3-4610
526 529 NSP15_0.5_K #3-4710
526 1039 NSP16_0.1_T #3-4810
526 6 NSP16_0.1_K #3-4910
526 349 NSP16_0.25_K #3-41010
526 378 NSP16_0.5_K #3-41110
526 347 ORF6_0.1_T #3-41210
526 97 ORF7b_0.1_T #3-41310
526 710 ORF9b_0.1_T #3-41410
526 613 GST_0.1_ #3-41510
526 217 AGR2-biotin #3-41610
526 59 buffer #3-41710
526 3 EGFP_0.1_K #3-41810
526 20 EGFP_0.25_K #3-41910
526 62 eGFP_0.5_K #3-42010
526 766 ACE2-Fc_0.25_S #3-42110
526 1093 ACE2-Fc_0.5_S #3-42210
526 696 ACE2_0.5_S #3-42310
526 847 UBE2D3-His #3-42410
526 39 H-IgG #3-42510
526 15741 H-IgM #3-42610
526 22 Anti-H-IgG_0.025 #3-42710
526 60 Anti-H-IgG_0.1 #3-42810
526 688 Anti-H-IgM_0.025 #3-42910
526 10290 Anti-H-IgM_0.1 #3-43010
526 215 Cy5 #3-43110
526 32 Cy3 #3-43210
526 89 NSP14_0.05_K #3-4111
526 150 NSP14_0.1_K #3-4211
526 229 NSP14_0.25_K #3-4311
526 225 NSP15_0.1_T #3-4411
526 43 NSP15_0.1_K #3-4511
526 215 NSP15_0.25_K #3-4611
526 388 NSP15_0.5_K #3-4711
526 1142 NSP16_0.1_T #3-4811
526 10 NSP16_0.1_K #3-4911
526 381 NSP16_0.25_K #3-41011
526 424 NSP16_0.5_K #3-41111
526 340 ORF6_0.1_T #3-41211
526 86 ORF7b_0.1_T #3-41311
526 754 ORF9b_0.1_T #3-41411
526 544 GST_0.1_ #3-41511
526 259 AGR2-biotin #3-41611
526 7 buffer #3-41711
526 5 EGFP_0.1_K #3-41811
526 23 EGFP_0.25_K #3-41911
526 76 eGFP_0.5_K #3-42011
526 997 ACE2-Fc_0.25_S #3-42111
526 1219 ACE2-Fc_0.5_S #3-42211
526 654 ACE2_0.5_S #3-42311
526 819 UBE2D3-His #3-42411
526 40 H-IgG #3-42511
526 16795 H-IgM #3-42611
526 12 Anti-H-IgG_0.025 #3-42711
526 63 Anti-H-IgG_0.1 #3-42811
526 701 Anti-H-IgM_0.025 #3-42911
526 10867 Anti-H-IgM_0.1 #3-43011
526 205 Cy5 #3-43111
526 29 Cy3 #3-43211
526 100 NSP14_0.05_K #3-4112
526 163 NSP14_0.1_K #3-4212
526 274 NSP14_0.25_K #3-4312
526 234 NSP15_0.1_T #3-4412
526 49 NSP15_0.1_K #3-4512
526 194 NSP15_0.25_K #3-4612
526 408 NSP15_0.5_K #3-4712
526 1176 NSP16_0.1_T #3-4812
526 11 NSP16_0.1_K #3-4912
526 436 NSP16_0.25_K #3-41012
526 466 NSP16_0.5_K #3-41112
526 335 ORF6_0.1_T #3-41212
526 102 ORF7b_0.1_T #3-41312
526 765 ORF9b_0.1_T #3-41412
526 617 GST_0.1_ #3-41512
526 231 AGR2-biotin #3-41612
526 9 buffer #3-41712
526 6 EGFP_0.1_K #3-41812
526 20 EGFP_0.25_K #3-41912
526 90 eGFP_0.5_K #3-42012
526 586 ACE2-Fc_0.25_S #3-42112
526 1249 ACE2-Fc_0.5_S #3-42212
526 589 ACE2_0.5_S #3-42312
526 860 UBE2D3-His #3-42412
526 26 H-IgG #3-42512
526 16538 H-IgM #3-42612
526 18 Anti-H-IgG_0.025 #3-42712
526 55 Anti-H-IgG_0.1 #3-42812
526 639 Anti-H-IgM_0.025 #3-42912
526 10343 Anti-H-IgM_0.1 #3-43012
526 191 Cy5 #3-43112
526 23 Cy3 #3-43212
