"Samples ID" "F635 Median - B635" Name spotID
535 1238 S1_0.1_T #1-211
535 2387 S1_0.1_S #1-221
535 2263 S1_0.25_S #1-231
535 2124 S1_0.5_S #1-241
535 2735 S1_0.1_B #1-251
535 6174 S1_0.25_B #1-261
535 7084 S1_0.5_B #1-271
535 2576 S-RBD_0.5_Y #1-281
535 43 S-RBD_0.25_S #1-291
535 2053 S-RBD_0.5_S #1-2101
535 217 S2-1_0.05_T #1-2111
535 401 S2-2_0.1_T #1-2121
535 3521 N-protein_0.1_T #1-2131
535 9374 N-protein_0.05_K #1-2141
535 8754 N-protein_0.1_K #1-2151
535 9316 N-protein_0.2_K #1-2161
535 -33 buffer #1-2171
535 4527 N-protein_0.1_W #1-2181
535 5787 N-protein_0.25_W #1-2191
535 8037 N-protein_0.5_W #1-2201
535 737 N-protein_0.1_S #1-2211
535 6731 N-protein_0.25_S #1-2221
535 8460 N-protein_0.5_S #1-2231
535 3823 N-Cter_0.1_K #1-2241
535 4120 N-Cter_0.25_K #1-2251
535 4899 N-Cter_0.5_K #1-2261
535 8366 N-Nter_0.1_K #1-2271
535 9360 N-Nter_0.25_K #1-2281
535 9438 N-Nter_0.5_K #1-2291
535 72 NSP2_0.05_K #1-2301
535 123 NSP2_0.1_K #1-2311
535 270 NSP2_0.25_K #1-2321
535 1154 S1_0.1_T #1-212
535 2457 S1_0.1_S #1-222
535 2649 S1_0.25_S #1-232
535 2306 S1_0.5_S #1-242
535 2556 S1_0.1_B #1-252
535 5918 S1_0.25_B #1-262
535 6278 S1_0.5_B #1-272
535 2193 S-RBD_0.5_Y #1-282
535 18 S-RBD_0.25_S #1-292
535 1618 S-RBD_0.5_S #1-2102
535 254 S2-1_0.05_T #1-2112
535 308 S2-2_0.1_T #1-2122
535 3301 N-protein_0.1_T #1-2132
535 8854 N-protein_0.05_K #1-2142
535 6191 N-protein_0.1_K #1-2152
535 5305 N-protein_0.2_K #1-2162
535 -52 buffer #1-2172
535 4512 N-protein_0.1_W #1-2182
535 5860 N-protein_0.25_W #1-2192
535 8321 N-protein_0.5_W #1-2202
535 655 N-protein_0.1_S #1-2212
535 6911 N-protein_0.25_S #1-2222
535 7125 N-protein_0.5_S #1-2232
535 3597 N-Cter_0.1_K #1-2242
535 4054 N-Cter_0.25_K #1-2252
535 4595 N-Cter_0.5_K #1-2262
535 8113 N-Nter_0.1_K #1-2272
535 9369 N-Nter_0.25_K #1-2282
535 9725 N-Nter_0.5_K #1-2292
535 58 NSP2_0.05_K #1-2302
535 137 NSP2_0.1_K #1-2312
535 286 NSP2_0.25_K #1-2322
535 1072 S1_0.1_T #1-213
535 2402 S1_0.1_S #1-223
535 2478 S1_0.25_S #1-233
535 2130 S1_0.5_S #1-243
535 2442 S1_0.1_B #1-253
535 5812 S1_0.25_B #1-263
535 6206 S1_0.5_B #1-273
535 2246 S-RBD_0.5_Y #1-283
535 12 S-RBD_0.25_S #1-293
535 1511 S-RBD_0.5_S #1-2103
535 269 S2-1_0.05_T #1-2113
535 356 S2-2_0.1_T #1-2123
535 3473 N-protein_0.1_T #1-2133
535 8395 N-protein_0.05_K #1-2143
535 6307 N-protein_0.1_K #1-2153
535 5305 N-protein_0.2_K #1-2163
535 -66 buffer #1-2173
535 3740 N-protein_0.1_W #1-2183
535 5575 N-protein_0.25_W #1-2193
535 8278 N-protein_0.5_W #1-2203
535 864 N-protein_0.1_S #1-2213
535 7873 N-protein_0.25_S #1-2223
535 8177 N-protein_0.5_S #1-2233
535 3527 N-Cter_0.1_K #1-2243
535 3769 N-Cter_0.25_K #1-2253
535 4488 N-Cter_0.5_K #1-2263
535 7982 N-Nter_0.1_K #1-2273
535 8836 N-Nter_0.25_K #1-2283
535 9636 N-Nter_0.5_K #1-2293
535 68 NSP2_0.05_K #1-2303
535 126 NSP2_0.1_K #1-2313
535 253 NSP2_0.25_K #1-2323
535 1157 S1_0.1_T #1-214
535 2356 S1_0.1_S #1-224
535 2357 S1_0.25_S #1-234
535 2117 S1_0.5_S #1-244
535 2376 S1_0.1_B #1-254
535 5904 S1_0.25_B #1-264
535 5793 S1_0.5_B #1-274
535 1917 S-RBD_0.5_Y #1-284
535 7 S-RBD_0.25_S #1-294
535 1501 S-RBD_0.5_S #1-2104
535 280 S2-1_0.05_T #1-2114
535 299 S2-2_0.1_T #1-2124
535 3327 N-protein_0.1_T #1-2134
535 8574 N-protein_0.05_K #1-2144
535 6063 N-protein_0.1_K #1-2154
535 4145 N-protein_0.2_K #1-2164
535 -87 buffer #1-2174
535 3567 N-protein_0.1_W #1-2184
535 5473 N-protein_0.25_W #1-2194
535 8200 N-protein_0.5_W #1-2204
535 634 N-protein_0.1_S #1-2214
535 7127 N-protein_0.25_S #1-2224
535 7345 N-protein_0.5_S #1-2234
535 3470 N-Cter_0.1_K #1-2244
535 3498 N-Cter_0.25_K #1-2254
535 4028 N-Cter_0.5_K #1-2264
535 7179 N-Nter_0.1_K #1-2274
535 8019 N-Nter_0.25_K #1-2284
535 9219 N-Nter_0.5_K #1-2294
535 40 NSP2_0.05_K #1-2304
535 122 NSP2_0.1_K #1-2314
535 277 NSP2_0.25_K #1-2324
535 65 E-protein_0.25_T #1-215
535 -4 E-protein_0.1_K #1-225
535 4 E-protein_0.25_K #1-235
535 8 E-protein_0.5_K #1-245
535 455 NSP1_0.1_T #1-255
535 83 NSP1_0.1_K #1-265
535 85 NSP1_0.25_K #1-275
535 82 NSP1_0.5_K #1-285
535 -10 NSP4_0.1_T #1-295
535 433 NSP5_0.1_T #1-2105
535 888 NSP5_0.25_T #1-2115
535 1302 NSP5_0.5_T #1-2125
535 153 NSP5_0.1_K #1-2135
535 1037 NSP5_0.25_K #1-2145
535 925 NSP5_0.5_K #1-2155
535 1594 NSP7_0.1_T #1-2165
535 -699 buffer #1-2175
535 5097 NSP8_0.25_T #1-2185
535 112 NSP8_0.1_K #1-2195
535 197 NSP8_0.25_K #1-2205
535 200 NSP8_0.5_K #1-2215
535 454 NSP9_0.25_T #1-2225
535 70 NSP9_0.1_K #1-2235
535 148 NSP9_0.25_K #1-2245
535 369 NSP9_0.5_K #1-2255
535 440 NSP10_0.1_T #1-2265
535 587 NSP10_0.2_T #1-2275
535 1178 NSP10_0.3_T #1-2285
535 162 NSP10_0.1_K #1-2295
535 155 NSP10_0.25_K #1-2305
535 301 NSP10_0.5_K #1-2315
535 1124 S1-4_0.2_K #1-2325
535 54 E-protein_0.25_T #1-216
535 -2 E-protein_0.1_K #1-226
535 10 E-protein_0.25_K #1-236
535 4 E-protein_0.5_K #1-246
535 477 NSP1_0.1_T #1-256
535 82 NSP1_0.1_K #1-266
535 79 NSP1_0.25_K #1-276
535 83 NSP1_0.5_K #1-286
535 -11 NSP4_0.1_T #1-296
535 446 NSP5_0.1_T #1-2106
535 814 NSP5_0.25_T #1-2116
535 1240 NSP5_0.5_T #1-2126
535 146 NSP5_0.1_K #1-2136
535 1201 NSP5_0.25_K #1-2146
535 1021 NSP5_0.5_K #1-2156
535 2225 NSP7_0.1_T #1-2166
