"Samples ID" "F532 Median - B532" Name spotID
508 1819 S1_0.1_T #3-711
508 3978 S1_0.1_S #3-721
508 5356 S1_0.25_S #3-731
508 4679 S1_0.5_S #3-741
508 2264 S1_0.1_B #3-751
508 9269 S1_0.25_B #3-761
508 10166 S1_0.5_B #3-771
508 1774 S-RBD_0.5_Y #3-781
508 22 S-RBD_0.25_S #3-791
508 1091 S-RBD_0.5_S #3-7101
508 143 S2-1_0.05_T #3-7111
508 138 S2-2_0.1_T #3-7121
508 20837 N-protein_0.1_T #3-7131
508 34306 N-protein_0.05_K #3-7141
508 35039 N-protein_0.1_K #3-7151
508 36286 N-protein_0.2_K #3-7161
508 718 buffer #3-7171
508 19866 N-protein_0.1_W #3-7181
508 19876 N-protein_0.25_W #3-7191
508 38303 N-protein_0.5_W #3-7201
508 1952 N-protein_0.1_S #3-7211
508 30041 N-protein_0.25_S #3-7221
508 44120 N-protein_0.5_S #3-7231
508 32883 N-Cter_0.1_K #3-7241
508 33445 N-Cter_0.25_K #3-7251
508 34761 N-Cter_0.5_K #3-7261
508 18018 N-Nter_0.1_K #3-7271
508 24502 N-Nter_0.25_K #3-7281
508 24286 N-Nter_0.5_K #3-7291
508 113 NSP2_0.05_K #3-7301
508 262 NSP2_0.1_K #3-7311
508 500 NSP2_0.25_K #3-7321
508 1796 S1_0.1_T #3-712
508 4346 S1_0.1_S #3-722
508 5511 S1_0.25_S #3-732
508 4817 S1_0.5_S #3-742
508 2419 S1_0.1_B #3-752
508 9573 S1_0.25_B #3-762
508 10427 S1_0.5_B #3-772
508 1591 S-RBD_0.5_Y #3-782
508 17 S-RBD_0.25_S #3-792
508 1144 S-RBD_0.5_S #3-7102
508 156 S2-1_0.05_T #3-7112
508 176 S2-2_0.1_T #3-7122
508 23636 N-protein_0.1_T #3-7132
508 33594 N-protein_0.05_K #3-7142
508 31256 N-protein_0.1_K #3-7152
508 31128 N-protein_0.2_K #3-7162
508 671 buffer #3-7172
508 20000 N-protein_0.1_W #3-7182
508 21595 N-protein_0.25_W #3-7192
508 39175 N-protein_0.5_W #3-7202
508 2121 N-protein_0.1_S #3-7212
508 32178 N-protein_0.25_S #3-7222
508 38691 N-protein_0.5_S #3-7232
508 32433 N-Cter_0.1_K #3-7242
508 31707 N-Cter_0.25_K #3-7252
508 33414 N-Cter_0.5_K #3-7262
508 18981 N-Nter_0.1_K #3-7272
508 24760 N-Nter_0.25_K #3-7282
508 24988 N-Nter_0.5_K #3-7292
508 92 NSP2_0.05_K #3-7302
508 238 NSP2_0.1_K #3-7312
508 431 NSP2_0.25_K #3-7322
508 2090 S1_0.1_T #3-713
508 5112 S1_0.1_S #3-723
508 5319 S1_0.25_S #3-733
508 4724 S1_0.5_S #3-743
508 2675 S1_0.1_B #3-753
508 9092 S1_0.25_B #3-763
508 10185 S1_0.5_B #3-773
508 2392 S-RBD_0.5_Y #3-783
508 8 S-RBD_0.25_S #3-793
508 1066 S-RBD_0.5_S #3-7103
508 173 S2-1_0.05_T #3-7113
508 160 S2-2_0.1_T #3-7123
508 21210 N-protein_0.1_T #3-7133
508 34241 N-protein_0.05_K #3-7143
508 31222 N-protein_0.1_K #3-7153
508 30110 N-protein_0.2_K #3-7163
508 1085 buffer #3-7173
508 20431 N-protein_0.1_W #3-7183
508 27383 N-protein_0.25_W #3-7193
508 40753 N-protein_0.5_W #3-7203
508 2318 N-protein_0.1_S #3-7213
508 36371 N-protein_0.25_S #3-7223
508 46586 N-protein_0.5_S #3-7233
508 31790 N-Cter_0.1_K #3-7243
508 31835 N-Cter_0.25_K #3-7253
508 32422 N-Cter_0.5_K #3-7263
508 16687 N-Nter_0.1_K #3-7273
508 23941 N-Nter_0.25_K #3-7283
508 24527 N-Nter_0.5_K #3-7293
508 122 NSP2_0.05_K #3-7303
508 274 NSP2_0.1_K #3-7313
508 521 NSP2_0.25_K #3-7323
508 2046 S1_0.1_T #3-714
508 4853 S1_0.1_S #3-724
508 5119 S1_0.25_S #3-734
508 4679 S1_0.5_S #3-744
508 2600 S1_0.1_B #3-754
508 9332 S1_0.25_B #3-764
508 9829 S1_0.5_B #3-774
508 1465 S-RBD_0.5_Y #3-784
508 17 S-RBD_0.25_S #3-794
508 1057 S-RBD_0.5_S #3-7104
508 184 S2-1_0.05_T #3-7114
508 4276 S2-2_0.1_T #3-7124
508 20482 N-protein_0.1_T #3-7134
508 34213 N-protein_0.05_K #3-7144
508 29406 N-protein_0.1_K #3-7154
508 29811 N-protein_0.2_K #3-7164
508 1389 buffer #3-7174
508 17442 N-protein_0.1_W #3-7184
508 24478 N-protein_0.25_W #3-7194
508 40799 N-protein_0.5_W #3-7204
508 2368 N-protein_0.1_S #3-7214
508 28499 N-protein_0.25_S #3-7224
508 41944 N-protein_0.5_S #3-7234
508 31965 N-Cter_0.1_K #3-7244
508 29698 N-Cter_0.25_K #3-7254
508 31321 N-Cter_0.5_K #3-7264
508 17990 N-Nter_0.1_K #3-7274
508 22635 N-Nter_0.25_K #3-7284
508 23764 N-Nter_0.5_K #3-7294
508 109 NSP2_0.05_K #3-7304
508 312 NSP2_0.1_K #3-7314
508 395 NSP2_0.25_K #3-7324
508 25 E-protein_0.25_T #3-715
508 33 E-protein_0.1_K #3-725
508 45 E-protein_0.25_K #3-735
508 89 E-protein_0.5_K #3-745
508 231 NSP1_0.1_T #3-755
508 99 NSP1_0.1_K #3-765
508 107 NSP1_0.25_K #3-775
508 98 NSP1_0.5_K #3-785
508 100 NSP4_0.1_T #3-795
508 206 NSP5_0.1_T #3-7105
508 311 NSP5_0.25_T #3-7115
508 496 NSP5_0.5_T #3-7125
508 143 NSP5_0.1_K #3-7135
508 697 NSP5_0.25_K #3-7145
508 238 NSP5_0.5_K #3-7155
508 1531 NSP7_0.1_T #3-7165
508 -5 buffer #3-7175
508 426 NSP8_0.25_T #3-7185
508 169 NSP8_0.1_K #3-7195
508 156 NSP8_0.25_K #3-7205
508 182 NSP8_0.5_K #3-7215
508 354 NSP9_0.25_T #3-7225
508 81 NSP9_0.1_K #3-7235
508 152 NSP9_0.25_K #3-7245
508 297 NSP9_0.5_K #3-7255
508 1885 NSP10_0.1_T #3-7265
508 5562 NSP10_0.2_T #3-7275
508 6083 NSP10_0.3_T #3-7285
508 2106 NSP10_0.1_K #3-7295
508 4974 NSP10_0.25_K #3-7305
508 5643 NSP10_0.5_K #3-7315
508 979 S1-4_0.2_K #3-7325
508 23 E-protein_0.25_T #3-716
508 36 E-protein_0.1_K #3-726
508 52 E-protein_0.25_K #3-736
508 80 E-protein_0.5_K #3-746
508 175 NSP1_0.1_T #3-756
508 93 NSP1_0.1_K #3-766
508 92 NSP1_0.25_K #3-776
508 77 NSP1_0.5_K #3-786
508 1 NSP4_0.1_T #3-796
508 209 NSP5_0.1_T #3-7106
508 318 NSP5_0.25_T #3-7116
508 403 NSP5_0.5_T #3-7126
508 124 NSP5_0.1_K #3-7136
508 648 NSP5_0.25_K #3-7146
508 754 NSP5_0.5_K #3-7156
508 1147 NSP7_0.1_T #3-7166
508 3 buffer #3-7176
508 380 NSP8_0.25_T #3-7186
508 151 NSP8_0.1_K #3-7196
508 148 NSP8_0.25_K #3-7206
508 160 NSP8_0.5_K #3-7216
508 234 NSP9_0.25_T #3-7226
508 66 NSP9_0.1_K #3-7236
508 140 NSP9_0.25_K #3-7246
508 270 NSP9_0.5_K #3-7256
508 1460 NSP10_0.1_T #3-7266
508 4825 NSP10_0.2_T #3-7276
508 5289 NSP10_0.3_T #3-7286
508 2144 NSP10_0.1_K #3-7296
508 4692 NSP10_0.25_K #3-7306
508 5372 NSP10_0.5_K #3-7316
508 921 S1-4_0.2_K #3-7326
508 22 E-protein_0.25_T #3-717
508 26 E-protein_0.1_K #3-727
508 41 E-protein_0.25_K #3-737
508 73 E-protein_0.5_K #3-747
508 194 NSP1_0.1_T #3-757
508 67 NSP1_0.1_K #3-767
508 81 NSP1_0.25_K #3-777
508 79 NSP1_0.5_K #3-787
508 3 NSP4_0.1_T #3-797
508 167 NSP5_0.1_T #3-7107
508 303 NSP5_0.25_T #3-7117
508 409 NSP5_0.5_T #3-7127
508 139 NSP5_0.1_K #3-7137
508 705 NSP5_0.25_K #3-7147
508 502 NSP5_0.5_K #3-7157
508 1016 NSP7_0.1_T #3-7167
508 -2 buffer #3-7177
508 322 NSP8_0.25_T #3-7187
508 141 NSP8_0.1_K #3-7197
508 145 NSP8_0.25_K #3-7207
508 131 NSP8_0.5_K #3-7217
508 228 NSP9_0.25_T #3-7227
508 83 NSP9_0.1_K #3-7237
508 119 NSP9_0.25_K #3-7247
508 247 NSP9_0.5_K #3-7257
508 1561 NSP10_0.1_T #3-7267
508 4311 NSP10_0.2_T #3-7277
508 4787 NSP10_0.3_T #3-7287
508 1679 NSP10_0.1_K #3-7297
508 4733 NSP10_0.25_K #3-7307
508 5274 NSP10_0.5_K #3-7317
508 909 S1-4_0.2_K #3-7327
508 23 E-protein_0.25_T #3-718
508 30 E-protein_0.1_K #3-728
508 42 E-protein_0.25_K #3-738
508 77 E-protein_0.5_K #3-748
508 199 NSP1_0.1_T #3-758
508 85 NSP1_0.1_K #3-768
508 74 NSP1_0.25_K #3-778
508 83 NSP1_0.5_K #3-788
508 29 NSP4_0.1_T #3-798
508 174 NSP5_0.1_T #3-7108
508 314 NSP5_0.25_T #3-7118
508 416 NSP5_0.5_T #3-7128
508 130 NSP5_0.1_K #3-7138
508 681 NSP5_0.25_K #3-7148
508 515 NSP5_0.5_K #3-7158
508 1140 NSP7_0.1_T #3-7168
508 3 buffer #3-7178
508 309 NSP8_0.25_T #3-7188
508 151 NSP8_0.1_K #3-7198
508 164 NSP8_0.25_K #3-7208
508 161 NSP8_0.5_K #3-7218
508 270 NSP9_0.25_T #3-7228
508 40 NSP9_0.1_K #3-7238
508 125 NSP9_0.25_K #3-7248
508 263 NSP9_0.5_K #3-7258
508 1804 NSP10_0.1_T #3-7268
508 5290 NSP10_0.2_T #3-7278
508 5972 NSP10_0.3_T #3-7288
508 2110 NSP10_0.1_K #3-7298
508 4876 NSP10_0.25_K #3-7308
508 5370 NSP10_0.5_K #3-7318
508 889 S1-4_0.2_K #3-7328
508 44 NSP14_0.05_K #3-719
508 74 NSP14_0.1_K #3-729
508 133 NSP14_0.25_K #3-739
508 91 NSP15_0.1_T #3-749
508 48 NSP15_0.1_K #3-759
508 252 NSP15_0.25_K #3-769
508 400 NSP15_0.5_K #3-779
508 299 NSP16_0.1_T #3-789
508 2 NSP16_0.1_K #3-799
508 179 NSP16_0.25_K #3-7109
508 191 NSP16_0.5_K #3-7119
508 27 ORF6_0.1_T #3-7129
508 32 ORF7b_0.1_T #3-7139
508 387 ORF9b_0.1_T #3-7149
508 30 GST_0.1_ #3-7159
508 342 AGR2-biotin #3-7169
508 2 buffer #3-7179
508 15 EGFP_0.1_K #3-7189
508 32 EGFP_0.25_K #3-7199
508 213 eGFP_0.5_K #3-7209
508 26554 ACE2-Fc_0.25_S #3-7219
508 31985 ACE2-Fc_0.5_S #3-7229
508 101 ACE2_0.5_S #3-7239
508 438 UBE2D3-His #3-7249
508 1107 H-IgG #3-7259
508 1163 H-IgM #3-7269
508 300 Anti-H-IgG_0.025 #3-7279
508 1254 Anti-H-IgG_0.1 #3-7289
508 140 Anti-H-IgM_0.025 #3-7299
508 1257 Anti-H-IgM_0.1 #3-7309
508 -1 Cy5 #3-7319
508 383 Cy3 #3-7329
