"Samples ID" "F635 Median - B635" Name spotID
531 189 S1_0.1_T #4-211
531 992 S1_0.1_S #4-221
531 1199 S1_0.25_S #4-231
531 1530 S1_0.5_S #4-241
531 460 S1_0.1_B #4-251
531 1102 S1_0.25_B #4-261
531 1237 S1_0.5_B #4-271
531 406 S-RBD_0.5_Y #4-281
531 15 S-RBD_0.25_S #4-291
531 298 S-RBD_0.5_S #4-2101
531 60 S2-1_0.05_T #4-2111
531 73 S2-2_0.1_T #4-2121
531 867 N-protein_0.1_T #4-2131
531 1566 N-protein_0.05_K #4-2141
531 1770 N-protein_0.1_K #4-2151
531 2121 N-protein_0.2_K #4-2161
531 0 buffer #4-2171
531 995 N-protein_0.1_W #4-2181
531 1229 N-protein_0.25_W #4-2191
531 2032 N-protein_0.5_W #4-2201
531 143 N-protein_0.1_S #4-2211
531 1660 N-protein_0.25_S #4-2221
531 2273 N-protein_0.5_S #4-2231
531 1607 N-Cter_0.1_K #4-2241
531 1836 N-Cter_0.25_K #4-2251
531 2031 N-Cter_0.5_K #4-2261
531 735 N-Nter_0.1_K #4-2271
531 995 N-Nter_0.25_K #4-2281
531 1057 N-Nter_0.5_K #4-2291
531 26 NSP2_0.05_K #4-2301
531 71 NSP2_0.1_K #4-2311
531 110 NSP2_0.25_K #4-2321
531 186 S1_0.1_T #4-212
531 1014 S1_0.1_S #4-222
531 1213 S1_0.25_S #4-232
531 1572 S1_0.5_S #4-242
531 470 S1_0.1_B #4-252
531 1085 S1_0.25_B #4-262
531 1136 S1_0.5_B #4-272
531 343 S-RBD_0.5_Y #4-282
531 12 S-RBD_0.25_S #4-292
531 281 S-RBD_0.5_S #4-2102
531 77 S2-1_0.05_T #4-2112
531 84 S2-2_0.1_T #4-2122
531 966 N-protein_0.1_T #4-2132
531 1504 N-protein_0.05_K #4-2142
531 1685 N-protein_0.1_K #4-2152
531 1889 N-protein_0.2_K #4-2162
531 0 buffer #4-2172
531 964 N-protein_0.1_W #4-2182
531 1423 N-protein_0.25_W #4-2192
531 2109 N-protein_0.5_W #4-2202
531 170 N-protein_0.1_S #4-2212
531 1695 N-protein_0.25_S #4-2222
531 1912 N-protein_0.5_S #4-2232
531 1648 N-Cter_0.1_K #4-2242
531 1736 N-Cter_0.25_K #4-2252
531 1796 N-Cter_0.5_K #4-2262
531 778 N-Nter_0.1_K #4-2272
531 1008 N-Nter_0.25_K #4-2282
531 1018 N-Nter_0.5_K #4-2292
531 36 NSP2_0.05_K #4-2302
531 76 NSP2_0.1_K #4-2312
531 126 NSP2_0.25_K #4-2322
531 169 S1_0.1_T #4-213
531 1025 S1_0.1_S #4-223
531 1204 S1_0.25_S #4-233
531 1410 S1_0.5_S #4-243
531 475 S1_0.1_B #4-253
531 1043 S1_0.25_B #4-263
531 1100 S1_0.5_B #4-273
531 337 S-RBD_0.5_Y #4-283
531 10 S-RBD_0.25_S #4-293
531 278 S-RBD_0.5_S #4-2103
531 76 S2-1_0.05_T #4-2113
531 91 S2-2_0.1_T #4-2123
531 891 N-protein_0.1_T #4-2133
531 1523 N-protein_0.05_K #4-2143
531 1693 N-protein_0.1_K #4-2153
531 1798 N-protein_0.2_K #4-2163
531 1 buffer #4-2173
531 766 N-protein_0.1_W #4-2183
531 1177 N-protein_0.25_W #4-2193
531 2008 N-protein_0.5_W #4-2203
531 170 N-protein_0.1_S #4-2213
531 1797 N-protein_0.25_S #4-2223
531 1939 N-protein_0.5_S #4-2233
531 1668 N-Cter_0.1_K #4-2243
531 1750 N-Cter_0.25_K #4-2253
531 1787 N-Cter_0.5_K #4-2263
531 755 N-Nter_0.1_K #4-2273
531 938 N-Nter_0.25_K #4-2283
531 1026 N-Nter_0.5_K #4-2293
531 38 NSP2_0.05_K #4-2303
531 53 NSP2_0.1_K #4-2313
531 90 NSP2_0.25_K #4-2323
531 155 S1_0.1_T #4-214
531 981 S1_0.1_S #4-224
531 1167 S1_0.25_S #4-234
531 1424 S1_0.5_S #4-244
531 493 S1_0.1_B #4-254
531 1053 S1_0.25_B #4-264
531 1061 S1_0.5_B #4-274
531 255 S-RBD_0.5_Y #4-284
531 7 S-RBD_0.25_S #4-294
531 263 S-RBD_0.5_S #4-2104
531 73 S2-1_0.05_T #4-2114
531 73 S2-2_0.1_T #4-2124
531 886 N-protein_0.1_T #4-2134
531 1586 N-protein_0.05_K #4-2144
531 1579 N-protein_0.1_K #4-2154
531 1666 N-protein_0.2_K #4-2164
531 1 buffer #4-2174
531 958 N-protein_0.1_W #4-2184
531 1198 N-protein_0.25_W #4-2194
531 1894 N-protein_0.5_W #4-2204
531 176 N-protein_0.1_S #4-2214
