"Samples ID" "F532 Median - B532" Name spotID
523 1011 S1_0.1_T #4-911
523 1492 S1_0.1_S #4-921
523 1362 S1_0.25_S #4-931
523 1506 S1_0.5_S #4-941
523 1433 S1_0.1_B #4-951
523 4429 S1_0.25_B #4-961
523 4792 S1_0.5_B #4-971
523 1395 S-RBD_0.5_Y #4-981
523 32 S-RBD_0.25_S #4-991
523 871 S-RBD_0.5_S #4-9101
523 1413 S2-1_0.05_T #4-9111
523 1718 S2-2_0.1_T #4-9121
523 8761 N-protein_0.1_T #4-9131
523 15603 N-protein_0.05_K #4-9141
523 14985 N-protein_0.1_K #4-9151
523 18810 N-protein_0.2_K #4-9161
523 4440 buffer #4-9171
523 8072 N-protein_0.1_W #4-9181
523 10772 N-protein_0.25_W #4-9191
523 16906 N-protein_0.5_W #4-9201
523 1572 N-protein_0.1_S #4-9211
523 15513 N-protein_0.25_S #4-9221
523 19393 N-protein_0.5_S #4-9231
523 14019 N-Cter_0.1_K #4-9241
523 15377 N-Cter_0.25_K #4-9251
523 15984 N-Cter_0.5_K #4-9261
523 7650 N-Nter_0.1_K #4-9271
523 11575 N-Nter_0.25_K #4-9281
523 12209 N-Nter_0.5_K #4-9291
523 19 NSP2_0.05_K #4-9301
523 49 NSP2_0.1_K #4-9311
523 100 NSP2_0.25_K #4-9321
523 968 S1_0.1_T #4-912
523 1474 S1_0.1_S #4-922
523 1429 S1_0.25_S #4-932
523 1503 S1_0.5_S #4-942
523 1408 S1_0.1_B #4-952
523 4074 S1_0.25_B #4-962
523 4328 S1_0.5_B #4-972
523 1725 S-RBD_0.5_Y #4-982
523 44 S-RBD_0.25_S #4-992
523 847 S-RBD_0.5_S #4-9102
523 1397 S2-1_0.05_T #4-9112
523 1705 S2-2_0.1_T #4-9122
523 8763 N-protein_0.1_T #4-9132
523 16595 N-protein_0.05_K #4-9142
523 12619 N-protein_0.1_K #4-9152
523 15685 N-protein_0.2_K #4-9162
523 3520 buffer #4-9172
523 7646 N-protein_0.1_W #4-9182
523 10588 N-protein_0.25_W #4-9192
523 16413 N-protein_0.5_W #4-9202
523 1170 N-protein_0.1_S #4-9212
523 15332 N-protein_0.25_S #4-9222
523 17220 N-protein_0.5_S #4-9232
523 13445 N-Cter_0.1_K #4-9242
523 13612 N-Cter_0.25_K #4-9252
523 14984 N-Cter_0.5_K #4-9262
523 7367 N-Nter_0.1_K #4-9272
523 10490 N-Nter_0.25_K #4-9282
523 11910 N-Nter_0.5_K #4-9292
523 16 NSP2_0.05_K #4-9302
523 63 NSP2_0.1_K #4-9312
523 103 NSP2_0.25_K #4-9322
523 919 S1_0.1_T #4-913
523 1415 S1_0.1_S #4-923
523 1351 S1_0.25_S #4-933
523 1535 S1_0.5_S #4-943
523 1411 S1_0.1_B #4-953
523 4181 S1_0.25_B #4-963
523 4368 S1_0.5_B #4-973
523 1575 S-RBD_0.5_Y #4-983
523 43 S-RBD_0.25_S #4-993
523 843 S-RBD_0.5_S #4-9103
523 1392 S2-1_0.05_T #4-9113
523 1659 S2-2_0.1_T #4-9123
523 8690 N-protein_0.1_T #4-9133
523 15683 N-protein_0.05_K #4-9143
523 13057 N-protein_0.1_K #4-9153
523 15168 N-protein_0.2_K #4-9163
523 3619 buffer #4-9173
523 7508 N-protein_0.1_W #4-9183
523 10843 N-protein_0.25_W #4-9193
523 17691 N-protein_0.5_W #4-9203
523 1132 N-protein_0.1_S #4-9213
523 14682 N-protein_0.25_S #4-9223
523 16550 N-protein_0.5_S #4-9233
523 12817 N-Cter_0.1_K #4-9243
523 13576 N-Cter_0.25_K #4-9253
523 14927 N-Cter_0.5_K #4-9263
523 5994 N-Nter_0.1_K #4-9273
523 10553 N-Nter_0.25_K #4-9283
523 11587 N-Nter_0.5_K #4-9293
523 19 NSP2_0.05_K #4-9303
523 49 NSP2_0.1_K #4-9313
523 87 NSP2_0.25_K #4-9323
523 982 S1_0.1_T #4-914
523 1374 S1_0.1_S #4-924
523 1375 S1_0.25_S #4-934
523 1564 S1_0.5_S #4-944
523 1375 S1_0.1_B #4-954
523 4238 S1_0.25_B #4-964
523 4321 S1_0.5_B #4-974
523 1462 S-RBD_0.5_Y #4-984
523 34 S-RBD_0.25_S #4-994
523 824 S-RBD_0.5_S #4-9104
523 1395 S2-1_0.05_T #4-9114
523 1657 S2-2_0.1_T #4-9124
523 9093 N-protein_0.1_T #4-9134
523 15965 N-protein_0.05_K #4-9144
523 12954 N-protein_0.1_K #4-9154
523 14811 N-protein_0.2_K #4-9164
523 3369 buffer #4-9174
523 6067 N-protein_0.1_W #4-9184
523 8314 N-protein_0.25_W #4-9194
523 16349 N-protein_0.5_W #4-9204
523 1251 N-protein_0.1_S #4-9214
523 14952 N-protein_0.25_S #4-9224
523 17708 N-protein_0.5_S #4-9234
523 12814 N-Cter_0.1_K #4-9244
523 13501 N-Cter_0.25_K #4-9254
523 14764 N-Cter_0.5_K #4-9264
523 7239 N-Nter_0.1_K #4-9274
523 9138 N-Nter_0.25_K #4-9284
523 11101 N-Nter_0.5_K #4-9294
523 26 NSP2_0.05_K #4-9304
523 53 NSP2_0.1_K #4-9314
523 97 NSP2_0.25_K #4-9324
523 68 E-protein_0.25_T #4-915
523 10 E-protein_0.1_K #4-925
523 12 E-protein_0.25_K #4-935
523 6 E-protein_0.5_K #4-945
523 186 NSP1_0.1_T #4-955
523 142 NSP1_0.1_K #4-965
523 148 NSP1_0.25_K #4-975
523 167 NSP1_0.5_K #4-985
523 21 NSP4_0.1_T #4-995
523 398 NSP5_0.1_T #4-9105
523 485 NSP5_0.25_T #4-9115
523 699 NSP5_0.5_T #4-9125
523 117 NSP5_0.1_K #4-9135
523 514 NSP5_0.25_K #4-9145
523 470 NSP5_0.5_K #4-9155
523 1509 NSP7_0.1_T #4-9165
523 3 buffer #4-9175
523 1441 NSP8_0.25_T #4-9185
523 520 NSP8_0.1_K #4-9195
523 577 NSP8_0.25_K #4-9205
523 632 NSP8_0.5_K #4-9215
523 465 NSP9_0.25_T #4-9225
523 32 NSP9_0.1_K #4-9235
523 76 NSP9_0.25_K #4-9245
523 137 NSP9_0.5_K #4-9255
523 104 NSP10_0.1_T #4-9265
523 152 NSP10_0.2_T #4-9275
523 332 NSP10_0.3_T #4-9285
523 37 NSP10_0.1_K #4-9295
523 43 NSP10_0.25_K #4-9305
523 120 NSP10_0.5_K #4-9315
523 391 S1-4_0.2_K #4-9325
523 68 E-protein_0.25_T #4-916
523 7 E-protein_0.1_K #4-926
523 19 E-protein_0.25_K #4-936
523 28 E-protein_0.5_K #4-946
523 174 NSP1_0.1_T #4-956
523 210 NSP1_0.1_K #4-966
523 139 NSP1_0.25_K #4-976
523 139 NSP1_0.5_K #4-986
523 19 NSP4_0.1_T #4-996
523 345 NSP5_0.1_T #4-9106
523 496 NSP5_0.25_T #4-9116
523 649 NSP5_0.5_T #4-9126
523 101 NSP5_0.1_K #4-9136
523 500 NSP5_0.25_K #4-9146
523 444 NSP5_0.5_K #4-9156
523 912 NSP7_0.1_T #4-9166
523 15 buffer #4-9176
523 1251 NSP8_0.25_T #4-9186
523 440 NSP8_0.1_K #4-9196
523 504 NSP8_0.25_K #4-9206
523 530 NSP8_0.5_K #4-9216
523 607 NSP9_0.25_T #4-9226
523 32 NSP9_0.1_K #4-9236
523 69 NSP9_0.25_K #4-9246
523 132 NSP9_0.5_K #4-9256
523 71 NSP10_0.1_T #4-9266
523 156 NSP10_0.2_T #4-9276
523 295 NSP10_0.3_T #4-9286
523 37 NSP10_0.1_K #4-9296
523 36 NSP10_0.25_K #4-9306
523 102 NSP10_0.5_K #4-9316
523 424 S1-4_0.2_K #4-9326
523 67 E-protein_0.25_T #4-917
523 17 E-protein_0.1_K #4-927
523 9 E-protein_0.25_K #4-937
523 29 E-protein_0.5_K #4-947
523 194 NSP1_0.1_T #4-957
523 127 NSP1_0.1_K #4-967
523 130 NSP1_0.25_K #4-977
523 135 NSP1_0.5_K #4-987
523 16 NSP4_0.1_T #4-997
523 362 NSP5_0.1_T #4-9107
523 416 NSP5_0.25_T #4-9117
523 579 NSP5_0.5_T #4-9127
523 121 NSP5_0.1_K #4-9137
523 531 NSP5_0.25_K #4-9147
523 511 NSP5_0.5_K #4-9157
523 1090 NSP7_0.1_T #4-9167
523 13 buffer #4-9177
523 1187 NSP8_0.25_T #4-9187
523 386 NSP8_0.1_K #4-9197
523 517 NSP8_0.25_K #4-9207
