"Samples ID" "F532 Median - B532" Name spotID
405 2592 S1_0.1_T #4-711
405 6849 S1_0.1_S #4-721
405 7051 S1_0.25_S #4-731
405 7195 S1_0.5_S #4-741
405 4368 S1_0.1_B #4-751
405 10316 S1_0.25_B #4-761
405 10816 S1_0.5_B #4-771
405 3113 S-RBD_0.5_Y #4-781
405 1 S-RBD_0.25_S #4-791
405 1980 S-RBD_0.5_S #4-7101
405 474 S2-1_0.05_T #4-7111
405 559 S2-2_0.1_T #4-7121
405 26167 N-protein_0.1_T #4-7131
405 11448 N-protein_0.05_K #4-7141
405 20607 N-protein_0.1_K #4-7151
405 23604 N-protein_0.2_K #4-7161
405 31 buffer #4-7171
405 18304 N-protein_0.1_W #4-7181
405 24624 N-protein_0.25_W #4-7191
405 40112 N-protein_0.5_W #4-7201
405 3500 N-protein_0.1_S #4-7211
405 35514 N-protein_0.25_S #4-7221
405 45614 N-protein_0.5_S #4-7231
405 40037 N-Cter_0.1_K #4-7241
405 39346 N-Cter_0.25_K #4-7251
405 43514 N-Cter_0.5_K #4-7261
405 4322 N-Nter_0.1_K #4-7271
405 4742 N-Nter_0.25_K #4-7281
405 4745 N-Nter_0.5_K #4-7291
405 32 NSP2_0.05_K #4-7301
405 163 NSP2_0.1_K #4-7311
405 274 NSP2_0.25_K #4-7321
405 2540 S1_0.1_T #4-712
405 6869 S1_0.1_S #4-722
405 6670 S1_0.25_S #4-732
405 6607 S1_0.5_S #4-742
405 4543 S1_0.1_B #4-752
405 9947 S1_0.25_B #4-762
405 10673 S1_0.5_B #4-772
405 2725 S-RBD_0.5_Y #4-782
405 -9 S-RBD_0.25_S #4-792
405 2075 S-RBD_0.5_S #4-7102
405 432 S2-1_0.05_T #4-7112
405 591 S2-2_0.1_T #4-7122
405 25750 N-protein_0.1_T #4-7132
405 12239 N-protein_0.05_K #4-7142
405 19565 N-protein_0.1_K #4-7152
405 22226 N-protein_0.2_K #4-7162
405 78 buffer #4-7172
405 18416 N-protein_0.1_W #4-7182
405 23998 N-protein_0.25_W #4-7192
405 43128 N-protein_0.5_W #4-7202
405 3778 N-protein_0.1_S #4-7212
405 34769 N-protein_0.25_S #4-7222
405 41054 N-protein_0.5_S #4-7232
405 38372 N-Cter_0.1_K #4-7242
405 40978 N-Cter_0.25_K #4-7252
405 42400 N-Cter_0.5_K #4-7262
405 3871 N-Nter_0.1_K #4-7272
405 4481 N-Nter_0.25_K #4-7282
405 4858 N-Nter_0.5_K #4-7292
405 24 NSP2_0.05_K #4-7302
405 201 NSP2_0.1_K #4-7312
405 286 NSP2_0.25_K #4-7322
405 2290 S1_0.1_T #4-713
405 7083 S1_0.1_S #4-723
405 6757 S1_0.25_S #4-733
405 6367 S1_0.5_S #4-743
405 4502 S1_0.1_B #4-753
405 10073 S1_0.25_B #4-763
405 10532 S1_0.5_B #4-773
405 3797 S-RBD_0.5_Y #4-783
405 0 S-RBD_0.25_S #4-793
405 1969 S-RBD_0.5_S #4-7103
405 506 S2-1_0.05_T #4-7113
405 616 S2-2_0.1_T #4-7123
405 25907 N-protein_0.1_T #4-7133
405 11823 N-protein_0.05_K #4-7143
405 19968 N-protein_0.1_K #4-7153
405 21852 N-protein_0.2_K #4-7163
405 1000 buffer #4-7173
405 20425 N-protein_0.1_W #4-7183
405 25947 N-protein_0.25_W #4-7193
405 43834 N-protein_0.5_W #4-7203
405 3291 N-protein_0.1_S #4-7213
405 36468 N-protein_0.25_S #4-7223
405 43685 N-protein_0.5_S #4-7233
405 36922 N-Cter_0.1_K #4-7243
405 37645 N-Cter_0.25_K #4-7253
405 41656 N-Cter_0.5_K #4-7263
405 3758 N-Nter_0.1_K #4-7273
405 4349 N-Nter_0.25_K #4-7283
405 4436 N-Nter_0.5_K #4-7293
405 30 NSP2_0.05_K #4-7303
405 194 NSP2_0.1_K #4-7313
405 210 NSP2_0.25_K #4-7323
405 2405 S1_0.1_T #4-714
405 6918 S1_0.1_S #4-724
405 6619 S1_0.25_S #4-734
405 6563 S1_0.5_S #4-744
405 4310 S1_0.1_B #4-754
405 10398 S1_0.25_B #4-764
405 11205 S1_0.5_B #4-774
405 2420 S-RBD_0.5_Y #4-784
405 27 S-RBD_0.25_S #4-794
405 1933 S-RBD_0.5_S #4-7104
405 447 S2-1_0.05_T #4-7114
405 3473 S2-2_0.1_T #4-7124
405 24210 N-protein_0.1_T #4-7134
405 10515 N-protein_0.05_K #4-7144
405 20592 N-protein_0.1_K #4-7154
405 21318 N-protein_0.2_K #4-7164
405 1642 buffer #4-7174
405 18150 N-protein_0.1_W #4-7184
405 27441 N-protein_0.25_W #4-7194
405 37418 N-protein_0.5_W #4-7204
405 3259 N-protein_0.1_S #4-7214
405 32764 N-protein_0.25_S #4-7224
405 45106 N-protein_0.5_S #4-7234
405 35489 N-Cter_0.1_K #4-7244
405 35592 N-Cter_0.25_K #4-7254
405 39304 N-Cter_0.5_K #4-7264
405 3439 N-Nter_0.1_K #4-7274
405 3940 N-Nter_0.25_K #4-7284
405 4338 N-Nter_0.5_K #4-7294
405 28 NSP2_0.05_K #4-7304
405 164 NSP2_0.1_K #4-7314
405 275 NSP2_0.25_K #4-7324
405 113 E-protein_0.25_T #4-715
405 25 E-protein_0.1_K #4-725
405 95 E-protein_0.25_K #4-735
405 210 E-protein_0.5_K #4-745
405 406 NSP1_0.1_T #4-755
405 112 NSP1_0.1_K #4-765
405 138 NSP1_0.25_K #4-775
405 121 NSP1_0.5_K #4-785
405 -12 NSP4_0.1_T #4-795
405 364 NSP5_0.1_T #4-7105
405 696 NSP5_0.25_T #4-7115
405 994 NSP5_0.5_T #4-7125
405 197 NSP5_0.1_K #4-7135
405 306 NSP5_0.25_K #4-7145
405 412 NSP5_0.5_K #4-7155
405 794 NSP7_0.1_T #4-7165
405 -24 buffer #4-7175
405 863 NSP8_0.25_T #4-7185
405 161 NSP8_0.1_K #4-7195
405 176 NSP8_0.25_K #4-7205
405 185 NSP8_0.5_K #4-7215
405 692 NSP9_0.25_T #4-7225
405 14 NSP9_0.1_K #4-7235
405 142 NSP9_0.25_K #4-7245
405 312 NSP9_0.5_K #4-7255
405 299 NSP10_0.1_T #4-7265
405 232 NSP10_0.2_T #4-7275
405 556 NSP10_0.3_T #4-7285
405 14 NSP10_0.1_K #4-7295
405 51 NSP10_0.25_K #4-7305
405 206 NSP10_0.5_K #4-7315
405 1455 S1-4_0.2_K #4-7325
405 98 E-protein_0.25_T #4-716
405 24 E-protein_0.1_K #4-726
405 91 E-protein_0.25_K #4-736
405 191 E-protein_0.5_K #4-746
405 369 NSP1_0.1_T #4-756
405 121 NSP1_0.1_K #4-766
405 127 NSP1_0.25_K #4-776
405 132 NSP1_0.5_K #4-786
405 -13 NSP4_0.1_T #4-796
405 351 NSP5_0.1_T #4-7106
405 591 NSP5_0.25_T #4-7116
405 992 NSP5_0.5_T #4-7126
405 213 NSP5_0.1_K #4-7136
405 287 NSP5_0.25_K #4-7146
405 375 NSP5_0.5_K #4-7156
405 494 NSP7_0.1_T #4-7166
405 -11 buffer #4-7176
405 453 NSP8_0.25_T #4-7186
405 159 NSP8_0.1_K #4-7196
405 165 NSP8_0.25_K #4-7206
405 177 NSP8_0.5_K #4-7216
405 636 NSP9_0.25_T #4-7226
405 47 NSP9_0.1_K #4-7236
405 131 NSP9_0.25_K #4-7246
405 280 NSP9_0.5_K #4-7256
405 192 NSP10_0.1_T #4-7266
405 217 NSP10_0.2_T #4-7276
405 607 NSP10_0.3_T #4-7286
405 10 NSP10_0.1_K #4-7296
405 49 NSP10_0.25_K #4-7306
405 179 NSP10_0.5_K #4-7316
405 1424 S1-4_0.2_K #4-7326
405 106 E-protein_0.25_T #4-717
405 48 E-protein_0.1_K #4-727
405 84 E-protein_0.25_K #4-737
405 176 E-protein_0.5_K #4-747
405 311 NSP1_0.1_T #4-757
405 100 NSP1_0.1_K #4-767
405 153 NSP1_0.25_K #4-777
405 127 NSP1_0.5_K #4-787
405 -12 NSP4_0.1_T #4-797
405 328 NSP5_0.1_T #4-7107
405 569 NSP5_0.25_T #4-7117
405 884 NSP5_0.5_T #4-7127
405 183 NSP5_0.1_K #4-7137
405 258 NSP5_0.25_K #4-7147
405 357 NSP5_0.5_K #4-7157
405 249 NSP7_0.1_T #4-7167
405 -7 buffer #4-7177
405 781 NSP8_0.25_T #4-7187
405 140 NSP8_0.1_K #4-7197
405 153 NSP8_0.25_K #4-7207
405 159 NSP8_0.5_K #4-7217
405 663 NSP9_0.25_T #4-7227
405 52 NSP9_0.1_K #4-7237
405 113 NSP9_0.25_K #4-7247
405 241 NSP9_0.5_K #4-7257
405 176 NSP10_0.1_T #4-7267
405 205 NSP10_0.2_T #4-7277
405 539 NSP10_0.3_T #4-7287
405 14 NSP10_0.1_K #4-7297
405 41 NSP10_0.25_K #4-7307
405 199 NSP10_0.5_K #4-7317
405 1474 S1-4_0.2_K #4-7327
405 104 E-protein_0.25_T #4-718
405 25 E-protein_0.1_K #4-728
405 113 E-protein_0.25_K #4-738
405 196 E-protein_0.5_K #4-748
405 357 NSP1_0.1_T #4-758
405 110 NSP1_0.1_K #4-768
405 126 NSP1_0.25_K #4-778
405 108 NSP1_0.5_K #4-788
405 -14 NSP4_0.1_T #4-798
405 340 NSP5_0.1_T #4-7108
405 618 NSP5_0.25_T #4-7118
405 872 NSP5_0.5_T #4-7128
405 185 NSP5_0.1_K #4-7138
405 331 NSP5_0.25_K #4-7148
405 415 NSP5_0.5_K #4-7158
405 450 NSP7_0.1_T #4-7168
405 -6 buffer #4-7178
405 854 NSP8_0.25_T #4-7188
405 159 NSP8_0.1_K #4-7198
405 160 NSP8_0.25_K #4-7208
405 155 NSP8_0.5_K #4-7218
405 640 NSP9_0.25_T #4-7228
405 46 NSP9_0.1_K #4-7238
405 117 NSP9_0.25_K #4-7248
405 264 NSP9_0.5_K #4-7258
405 193 NSP10_0.1_T #4-7268
405 258 NSP10_0.2_T #4-7278
405 568 NSP10_0.3_T #4-7288
405 8 NSP10_0.1_K #4-7298
405 48 NSP10_0.25_K #4-7308
405 194 NSP10_0.5_K #4-7318
405 1496 S1-4_0.2_K #4-7328
405 91 NSP14_0.05_K #4-719
405 131 NSP14_0.1_K #4-729
405 217 NSP14_0.25_K #4-739
405 198 NSP15_0.1_T #4-749
405 12 NSP15_0.1_K #4-759
405 102 NSP15_0.25_K #4-769
405 213 NSP15_0.5_K #4-779
405 808 NSP16_0.1_T #4-789
405 -24 NSP16_0.1_K #4-799
405 1591 NSP16_0.25_K #4-7109
405 1604 NSP16_0.5_K #4-7119
405 31 ORF6_0.1_T #4-7129
405 75 ORF7b_0.1_T #4-7139
405 484 ORF9b_0.1_T #4-7149
405 18 GST_0.1_ #4-7159
405 349 AGR2-biotin #4-7169
405 -11 buffer #4-7179
405 -3 EGFP_0.1_K #4-7189
405 11 EGFP_0.25_K #4-7199
405 417 eGFP_0.5_K #4-7209
405 29125 ACE2-Fc_0.25_S #4-7219
405 33064 ACE2-Fc_0.5_S #4-7229
405 89 ACE2_0.5_S #4-7239
405 881 UBE2D3-His #4-7249
405 1650 H-IgG #4-7259
405 1472 H-IgM #4-7269
405 266 Anti-H-IgG_0.025 #4-7279
405 1238 Anti-H-IgG_0.1 #4-7289
405 140 Anti-H-IgM_0.025 #4-7299
405 1654 Anti-H-IgM_0.1 #4-7309
405 -9 Cy5 #4-7319
405 256 Cy3 #4-7329
405 87 NSP14_0.05_K #4-7110
405 144 NSP14_0.1_K #4-7210
405 219 NSP14_0.25_K #4-7310
405 158 NSP15_0.1_T #4-7410
405 8 NSP15_0.1_K #4-7510
405 89 NSP15_0.25_K #4-7610
405 201 NSP15_0.5_K #4-7710
405 796 NSP16_0.1_T #4-7810
405 -18 NSP16_0.1_K #4-7910
405 1536 NSP16_0.25_K #4-71010
405 1739 NSP16_0.5_K #4-71110
405 42 ORF6_0.1_T #4-71210
405 97 ORF7b_0.1_T #4-71310
405 441 ORF9b_0.1_T #4-71410
405 4 GST_0.1_ #4-71510
405 335 AGR2-biotin #4-71610
405 -10 buffer #4-71710
405 -2 EGFP_0.1_K #4-71810
405 10 EGFP_0.25_K #4-71910
405 434 eGFP_0.5_K #4-72010
405 23471 ACE2-Fc_0.25_S #4-72110
405 40367 ACE2-Fc_0.5_S #4-72210
405 94 ACE2_0.5_S #4-72310
405 828 UBE2D3-His #4-72410
405 1459 H-IgG #4-72510
405 1169 H-IgM #4-72610
405 249 Anti-H-IgG_0.025 #4-72710
405 1056 Anti-H-IgG_0.1 #4-72810
405 123 Anti-H-IgM_0.025 #4-72910
405 1648 Anti-H-IgM_0.1 #4-73010
405 -22 Cy5 #4-73110
405 339 Cy3 #4-73210
405 123 NSP14_0.05_K #4-7111
405 127 NSP14_0.1_K #4-7211
405 191 NSP14_0.25_K #4-7311
405 191 NSP15_0.1_T #4-7411
405 29 NSP15_0.1_K #4-7511
405 78 NSP15_0.25_K #4-7611
405 187 NSP15_0.5_K #4-7711
405 747 NSP16_0.1_T #4-7811
405 -14 NSP16_0.1_K #4-7911
405 1658 NSP16_0.25_K #4-71011
405 1757 NSP16_0.5_K #4-71111
405 46 ORF6_0.1_T #4-71211
405 88 ORF7b_0.1_T #4-71311
405 464 ORF9b_0.1_T #4-71411
405 1 GST_0.1_ #4-71511
405 326 AGR2-biotin #4-71611
405 21 buffer #4-71711
405 -7 EGFP_0.1_K #4-71811
405 7 EGFP_0.25_K #4-71911
405 553 eGFP_0.5_K #4-72011
405 28113 ACE2-Fc_0.25_S #4-72111
405 37598 ACE2-Fc_0.5_S #4-72211
405 73 ACE2_0.5_S #4-72311
405 838 UBE2D3-His #4-72411
405 1337 H-IgG #4-72511
405 1347 H-IgM #4-72611
405 227 Anti-H-IgG_0.025 #4-72711
405 1278 Anti-H-IgG_0.1 #4-72811
405 128 Anti-H-IgM_0.025 #4-72911
405 1496 Anti-H-IgM_0.1 #4-73011
405 -24 Cy5 #4-73111
405 286 Cy3 #4-73211
405 96 NSP14_0.05_K #4-7112
405 132 NSP14_0.1_K #4-7212
405 201 NSP14_0.25_K #4-7312
405 195 NSP15_0.1_T #4-7412
405 3 NSP15_0.1_K #4-7512
405 65 NSP15_0.25_K #4-7612
405 206 NSP15_0.5_K #4-7712
405 897 NSP16_0.1_T #4-7812
405 -10 NSP16_0.1_K #4-7912
405 1637 NSP16_0.25_K #4-71012
405 1780 NSP16_0.5_K #4-71112
405 56 ORF6_0.1_T #4-71212
405 109 ORF7b_0.1_T #4-71312
405 470 ORF9b_0.1_T #4-71412
405 1 GST_0.1_ #4-71512
405 326 AGR2-biotin #4-71612
405 -16 buffer #4-71712
405 -5 EGFP_0.1_K #4-71812
405 11 EGFP_0.25_K #4-71912
405 504 eGFP_0.5_K #4-72012
405 29949 ACE2-Fc_0.25_S #4-72112
405 39899 ACE2-Fc_0.5_S #4-72212
405 79 ACE2_0.5_S #4-72312
405 843 UBE2D3-His #4-72412
405 1371 H-IgG #4-72512
405 1194 H-IgM #4-72612
405 213 Anti-H-IgG_0.025 #4-72712
405 1186 Anti-H-IgG_0.1 #4-72812
