"Samples ID" "F635 Median - B635" Name spotID
744 2486 S1_0.1_T #4-511
744 2898 S1_0.1_S #4-521
744 2805 S1_0.25_S #4-531
744 2827 S1_0.5_S #4-541
744 3094 S1_0.1_B #4-551
744 5490 S1_0.25_B #4-561
744 5925 S1_0.5_B #4-571
744 3369 S-RBD_0.5_Y #4-581
744 102 S-RBD_0.25_S #4-591
744 3368 S-RBD_0.5_S #4-5101
744 355 S2-1_0.05_T #4-5111
744 455 S2-2_0.1_T #4-5121
744 2865 N-protein_0.1_T #4-5131
744 3620 N-protein_0.05_K #4-5141
744 3780 N-protein_0.1_K #4-5151
744 4023 N-protein_0.2_K #4-5161
744 0 buffer #4-5171
744 3030 N-protein_0.1_W #4-5181
744 3697 N-protein_0.25_W #4-5191
744 4902 N-protein_0.5_W #4-5201
744 680 N-protein_0.1_S #4-5211
744 4343 N-protein_0.25_S #4-5221
744 5445 N-protein_0.5_S #4-5231
744 3927 N-Cter_0.1_K #4-5241
744 3970 N-Cter_0.25_K #4-5251
744 4145 N-Cter_0.5_K #4-5261
744 1324 N-Nter_0.1_K #4-5271
744 1604 N-Nter_0.25_K #4-5281
744 1540 N-Nter_0.5_K #4-5291
744 93 NSP2_0.05_K #4-5301
744 321 NSP2_0.1_K #4-5311
744 646 NSP2_0.25_K #4-5321
744 2118 S1_0.1_T #4-512
744 2921 S1_0.1_S #4-522
744 2731 S1_0.25_S #4-532
744 2595 S1_0.5_S #4-542
744 2952 S1_0.1_B #4-552
744 5227 S1_0.25_B #4-562
744 5201 S1_0.5_B #4-572
744 2514 S-RBD_0.5_Y #4-582
744 92 S-RBD_0.25_S #4-592
744 3216 S-RBD_0.5_S #4-5102
744 281 S2-1_0.05_T #4-5112
744 417 S2-2_0.1_T #4-5122
744 2670 N-protein_0.1_T #4-5132
744 3685 N-protein_0.05_K #4-5142
744 3245 N-protein_0.1_K #4-5152
744 3291 N-protein_0.2_K #4-5162
744 -8 buffer #4-5172
744 3163 N-protein_0.1_W #4-5182
744 3458 N-protein_0.25_W #4-5192
744 4855 N-protein_0.5_W #4-5202
744 785 N-protein_0.1_S #4-5212
744 4229 N-protein_0.25_S #4-5222
744 4852 N-protein_0.5_S #4-5232
744 3977 N-Cter_0.1_K #4-5242
744 3932 N-Cter_0.25_K #4-5252
744 3963 N-Cter_0.5_K #4-5262
744 1374 N-Nter_0.1_K #4-5272
744 1606 N-Nter_0.25_K #4-5282
744 1649 N-Nter_0.5_K #4-5292
744 96 NSP2_0.05_K #4-5302
744 289 NSP2_0.1_K #4-5312
744 776 NSP2_0.25_K #4-5322
744 2229 S1_0.1_T #4-513
744 2939 S1_0.1_S #4-523
744 2996 S1_0.25_S #4-533
744 2617 S1_0.5_S #4-543
744 2838 S1_0.1_B #4-553
744 5421 S1_0.25_B #4-563
744 5090 S1_0.5_B #4-573
744 2535 S-RBD_0.5_Y #4-583
744 80 S-RBD_0.25_S #4-593
744 2911 S-RBD_0.5_S #4-5103
