"Samples ID" "F635 Median - B635" Name spotID
534 63 S1_0.1_T #1-111
534 495 S1_0.1_S #1-121
534 688 S1_0.25_S #1-131
534 867 S1_0.5_S #1-141
534 135 S1_0.1_B #1-151
534 320 S1_0.25_B #1-161
534 349 S1_0.5_B #1-171
534 137 S-RBD_0.5_Y #1-181
534 7 S-RBD_0.25_S #1-191
534 44 S-RBD_0.5_S #1-1101
534 265 S2-1_0.05_T #1-1111
534 298 S2-2_0.1_T #1-1121
534 309 N-protein_0.1_T #1-1131
534 654 N-protein_0.05_K #1-1141
534 613 N-protein_0.1_K #1-1151
534 654 N-protein_0.2_K #1-1161
534 5 buffer #1-1171
534 323 N-protein_0.1_W #1-1181
534 450 N-protein_0.25_W #1-1191
534 610 N-protein_0.5_W #1-1201
534 68 N-protein_0.1_S #1-1211
534 594 N-protein_0.25_S #1-1221
534 616 N-protein_0.5_S #1-1231
534 349 N-Cter_0.1_K #1-1241
534 362 N-Cter_0.25_K #1-1251
534 427 N-Cter_0.5_K #1-1261
534 298 N-Nter_0.1_K #1-1271
534 459 N-Nter_0.25_K #1-1281
534 516 N-Nter_0.5_K #1-1291
534 25 NSP2_0.05_K #1-1301
534 44 NSP2_0.1_K #1-1311
534 68 NSP2_0.25_K #1-1321
534 58 S1_0.1_T #1-112
534 461 S1_0.1_S #1-122
534 563 S1_0.25_S #1-132
534 841 S1_0.5_S #1-142
534 103 S1_0.1_B #1-152
534 319 S1_0.25_B #1-162
534 318 S1_0.5_B #1-172
534 138 S-RBD_0.5_Y #1-182
534 7 S-RBD_0.25_S #1-192
534 60 S-RBD_0.5_S #1-1102
534 765 S2-1_0.05_T #1-1112
534 315 S2-2_0.1_T #1-1122
534 335 N-protein_0.1_T #1-1132
534 598 N-protein_0.05_K #1-1142
534 523 N-protein_0.1_K #1-1152
534 536 N-protein_0.2_K #1-1162
534 5 buffer #1-1172
534 305 N-protein_0.1_W #1-1182
534 422 N-protein_0.25_W #1-1192
534 601 N-protein_0.5_W #1-1202
534 62 N-protein_0.1_S #1-1212
534 594 N-protein_0.25_S #1-1222
534 624 N-protein_0.5_S #1-1232
534 290 N-Cter_0.1_K #1-1242
534 306 N-Cter_0.25_K #1-1252
534 398 N-Cter_0.5_K #1-1262
534 297 N-Nter_0.1_K #1-1272
534 324 N-Nter_0.25_K #1-1282
534 509 N-Nter_0.5_K #1-1292
534 31 NSP2_0.05_K #1-1302
534 41 NSP2_0.1_K #1-1312
534 72 NSP2_0.25_K #1-1322
534 48 S1_0.1_T #1-113
534 436 S1_0.1_S #1-123
534 555 S1_0.25_S #1-133
534 826 S1_0.5_S #1-143
534 100 S1_0.1_B #1-153
534 271 S1_0.25_B #1-163
534 305 S1_0.5_B #1-173
534 144 S-RBD_0.5_Y #1-183
534 8 S-RBD_0.25_S #1-193
534 74 S-RBD_0.5_S #1-1103
534 255 S2-1_0.05_T #1-1113
534 250 S2-2_0.1_T #1-1123
534 293 N-protein_0.1_T #1-1133
534 599 N-protein_0.05_K #1-1143
534 492 N-protein_0.1_K #1-1153
534 434 N-protein_0.2_K #1-1163
534 17 buffer #1-1173
534 335 N-protein_0.1_W #1-1183
534 406 N-protein_0.25_W #1-1193
534 624 N-protein_0.5_W #1-1203
534 59 N-protein_0.1_S #1-1213
534 562 N-protein_0.25_S #1-1223
534 602 N-protein_0.5_S #1-1233
534 280 N-Cter_0.1_K #1-1243
534 285 N-Cter_0.25_K #1-1253
534 364 N-Cter_0.5_K #1-1263
534 269 N-Nter_0.1_K #1-1273
534 459 N-Nter_0.25_K #1-1283
534 498 N-Nter_0.5_K #1-1293
534 24 NSP2_0.05_K #1-1303
534 48 NSP2_0.1_K #1-1313
534 73 NSP2_0.25_K #1-1323
534 48 S1_0.1_T #1-114
534 371 S1_0.1_S #1-124
534 502 S1_0.25_S #1-134
534 865 S1_0.5_S #1-144
534 100 S1_0.1_B #1-154
534 305 S1_0.25_B #1-164
534 312 S1_0.5_B #1-174
534 111 S-RBD_0.5_Y #1-184
534 5 S-RBD_0.25_S #1-194
534 34 S-RBD_0.5_S #1-1104
534 269 S2-1_0.05_T #1-1114
534 268 S2-2_0.1_T #1-1124
534 313 N-protein_0.1_T #1-1134
534 615 N-protein_0.05_K #1-1144
534 481 N-protein_0.1_K #1-1154
534 422 N-protein_0.2_K #1-1164
534 15 buffer #1-1174
534 324 N-protein_0.1_W #1-1184
534 347 N-protein_0.25_W #1-1194
534 550 N-protein_0.5_W #1-1204
534 54 N-protein_0.1_S #1-1214
534 547 N-protein_0.25_S #1-1224
534 585 N-protein_0.5_S #1-1234
534 290 N-Cter_0.1_K #1-1244
534 287 N-Cter_0.25_K #1-1254
534 315 N-Cter_0.5_K #1-1264
534 249 N-Nter_0.1_K #1-1274
534 390 N-Nter_0.25_K #1-1284
534 522 N-Nter_0.5_K #1-1294
534 25 NSP2_0.05_K #1-1304
534 36 NSP2_0.1_K #1-1314
534 71 NSP2_0.25_K #1-1324
534 69 E-protein_0.25_T #1-115
534 10 E-protein_0.1_K #1-125
534 16 E-protein_0.25_K #1-135
534 37 E-protein_0.5_K #1-145
534 779 NSP1_0.1_T #1-155
534 85 NSP1_0.1_K #1-165
534 94 NSP1_0.25_K #1-175
534 97 NSP1_0.5_K #1-185
534 9 NSP4_0.1_T #1-195
534 380 NSP5_0.1_T #1-1105
534 747 NSP5_0.25_T #1-1115
534 1299 NSP5_0.5_T #1-1125
534 72 NSP5_0.1_K #1-1135
534 146 NSP5_0.25_K #1-1145
534 161 NSP5_0.5_K #1-1155
534 620 NSP7_0.1_T #1-1165
534 2 buffer #1-1175
534 1374 NSP8_0.25_T #1-1185
534 60 NSP8_0.1_K #1-1195
534 76 NSP8_0.25_K #1-1205
534 92 NSP8_0.5_K #1-1215
534 854 NSP9_0.25_T #1-1225
534 11 NSP9_0.1_K #1-1235
534 44 NSP9_0.25_K #1-1245
534 163 NSP9_0.5_K #1-1255
534 217 NSP10_0.1_T #1-1265
534 568 NSP10_0.2_T #1-1275
534 1183 NSP10_0.3_T #1-1285
534 18 NSP10_0.1_K #1-1295
534 56 NSP10_0.25_K #1-1305
534 176 NSP10_0.5_K #1-1315
534 104 S1-4_0.2_K #1-1325
534 54 E-protein_0.25_T #1-116
534 6 E-protein_0.1_K #1-126
534 15 E-protein_0.25_K #1-136
534 44 E-protein_0.5_K #1-146
534 808 NSP1_0.1_T #1-156
534 107 NSP1_0.1_K #1-166
534 91 NSP1_0.25_K #1-176
534 108 NSP1_0.5_K #1-186
534 12 NSP4_0.1_T #1-196
534 298 NSP5_0.1_T #1-1106
534 745 NSP5_0.25_T #1-1116
534 1350 NSP5_0.5_T #1-1126
534 69 NSP5_0.1_K #1-1136
534 139 NSP5_0.25_K #1-1146
534 180 NSP5_0.5_K #1-1156
534 623 NSP7_0.1_T #1-1166
534 26 buffer #1-1176
534 1344 NSP8_0.25_T #1-1186
534 59 NSP8_0.1_K #1-1196
534 78 NSP8_0.25_K #1-1206
534 90 NSP8_0.5_K #1-1216
534 859 NSP9_0.25_T #1-1226
534 16 NSP9_0.1_K #1-1236
534 46 NSP9_0.25_K #1-1246
534 162 NSP9_0.5_K #1-1256
534 128 NSP10_0.1_T #1-1266
534 590 NSP10_0.2_T #1-1276
534 1206 NSP10_0.3_T #1-1286
534 11 NSP10_0.1_K #1-1296
534 50 NSP10_0.25_K #1-1306
